const,Axe1,Axe2
1.0,0.012474109211764518,0.008101880205556822
1.0,0.012605560564607331,0.016287803989622214
1.0,0.012621536847095653,0.012849071032703092
1.0,0.01266369601344305,0.014615629114385228
1.0,0.01268134591745149,0.01523253495801793
1.0,0.012782067701106646,0.014150545911349672
1.0,0.01282771497032303,0.012336557064489462
1.0,0.012914142377314579,0.011746129352074707
1.0,0.011776376702004092,0.048403118724368886
1.0,0.011609431709628608,0.045965730832480275
1.0,0.011646453972214511,0.0452903880569747
1.0,0.01155231693295871,0.04796283309474793
1.0,0.011450391853241652,0.04642794048532723
1.0,0.01142040387420826,0.04568402464800902
1.0,0.011491755171607457,0.045609480925379135
1.0,0.012724881891812756,0.04879322139192736
1.0,0.011610554805682386,-0.03113307487021134
1.0,0.011774563077945667,-0.016051835080435416
1.0,0.011793173855981663,-0.029578044385214688
1.0,0.011829161194484246,-0.033987227984333686
1.0,0.01181662594822105,-0.029541046089547156
1.0,0.011880598705053843,-0.020898290469823794
1.0,0.011806531647241597,-0.030299989545687626
1.0,0.012411275764815264,-0.01765198168634853
1.0,0.0074714906120821,0.006999855254339434
1.0,0.007529642941081817,4.991561028474509e-05
1.0,0.0071472655820762725,0.005780861459556004
1.0,0.00700569260100961,-0.00010817652875229771
1.0,0.006413208758960849,-0.0015544444777109499
1.0,0.006515787097741124,0.006427336612232252
1.0,0.006849723873451407,0.002272767512918718
1.0,0.010664804359705644,-0.0017620763779722817
1.0,-0.012314329431227702,-0.019384189059315667
1.0,-0.012071923609028815,-0.01261451493583706
1.0,-0.011883689180964748,-0.011276617692894361
1.0,-0.012331762002826136,-0.02176537588321181
1.0,-0.013178278007450426,-0.013867056463654803
1.0,-0.014009052343244755,-0.022866959628232805
1.0,-0.013756305309441297,-0.01778414139026224
1.0,-0.0009277279920646116,-0.01803651691574137
1.0,0.008691100709871395,0.04926231146088658
1.0,0.008571945395911672,0.050955993113446264
1.0,0.00885405892122846,0.05050384251462238
1.0,0.008748282809381879,0.05108129130635389
1.0,0.008508888500578345,0.05168214584610945
1.0,0.00872541936398499,0.0493812500126209
1.0,0.004726977709775573,0.05096687389734391
1.0,0.009910684169044823,0.05239680473612739
1.0,0.012157005301939089,-0.012920092027776208
1.0,0.011480471621549844,-0.016235779906958285
1.0,0.010981160633186627,-0.022197267738559224
1.0,0.011055544324253612,-0.013396579964197852
1.0,0.011960506576443018,-0.022594803866286383
1.0,0.012031602054708039,-0.017849708221254708
1.0,0.009605151054494741,-0.007669553175865007
1.0,0.01100443474646638,-0.012366041425948852
1.0,0.010980533245626074,-0.0016273547438401667
1.0,0.011041414342761251,-0.003944304160096783
1.0,0.010738240806479168,-0.008518682546743163
1.0,0.010363628800805802,-0.014234706199512236
1.0,0.010390163486655684,-0.008129766015583276
1.0,0.010148983124881994,-1.9101321792927846e-06
1.0,0.010723640794060078,-0.0117472047652107
1.0,0.012846899884679536,0.035613353857893514
1.0,0.012841819806775874,0.032520561956215346
1.0,0.012792185620748667,0.033285886942005495
1.0,0.012728284637546524,0.03453441565510507
1.0,0.007087086043590623,0.060627419673235934
1.0,0.006805463107693117,0.06046271077647423
1.0,0.007038872983833039,0.059721684286467486
1.0,0.006881117370626513,0.05997215049872841
1.0,0.006584294246973977,0.06082581660324082
1.0,0.00665856155175712,0.05936109543421156
1.0,0.008889307392638867,0.059787596631582805
1.0,0.012143346341718628,-0.012530951439554707
1.0,0.01175955595807632,-0.021712461633148786
1.0,0.011897784858005479,-0.010064676195525174
1.0,0.011839685781632135,-0.013354961237209353
1.0,0.011625544869970611,-0.02258640303310843
1.0,0.011714293657977777,-0.012206402805265148
1.0,0.01175336694401787,-0.01978555661780536
1.0,0.01210665073233642,-0.017867198022973235
1.0,0.012514730381467304,-0.023252405399950223
1.0,0.012525233419347255,-0.023273097643151146
1.0,0.012595171847735717,-0.01814070398787637
1.0,0.012643427596452192,-0.013956277135705387
1.0,0.012627410542684925,-0.015553026108460368
1.0,-0.017741449099783327,-0.011187076214284317
1.0,-0.018071231576436534,-0.011040524342292147
1.0,-0.016022657040193275,-0.0032921337664223076
1.0,-0.01409471899799097,-0.011919082327905502
1.0,-0.015056665734152399,-0.00015899750304225905
1.0,-0.015824350187935626,0.0006280370422229816
1.0,-0.014551821713319906,0.0004600047534026847
1.0,-0.002575521353350621,-0.006036179584650714
1.0,0.01172370700625066,-0.06049496698014941
1.0,0.011609971960604102,-0.06796370735350006
1.0,0.011628190352665432,-0.06710576918327231
1.0,0.011558983677714314,-0.06863044068834341
1.0,0.011646140131513898,-0.05741727902574685
1.0,0.011574307309597893,-0.059593040066277365
1.0,0.011507584461580693,-0.06594377504948026
1.0,0.011850077451373038,-0.05304667113491746
1.0,0.012770129386009917,0.011041340352562075
1.0,0.012726119148156636,0.014848156209711468
1.0,0.012697938792358013,0.01254006383356368
1.0,0.012722717892506518,0.015155454063083799
1.0,0.012625207447390303,0.014611874703349787
1.0,0.01260396150211385,0.018140308031183314
1.0,0.012521571157690118,0.015040626346404969
1.0,0.012021220547134054,-0.053521721352854754
1.0,0.012079975078626033,-0.04652215610246501
1.0,0.012164436129684644,-0.0449448667651978
1.0,0.01220076422888606,-0.045607599223114914
1.0,-0.01562631777777191,0.0166375807861553
1.0,-0.016550458665866383,0.013370839939407832
1.0,-0.01658334942611887,0.015524620908090318
1.0,-0.017885107425889914,0.009664015616306282
1.0,-0.020636035512278435,0.01307118979630899
1.0,-0.019200815131613064,0.01817329037516697
1.0,-0.02074361884818977,0.01570676838343433
1.0,-0.004648284910553797,0.0152974356001324
1.0,0.007444166085442492,0.054229743887474854
1.0,0.007440598507762534,0.056201757660939204
1.0,0.007674962286044307,0.05464684873417243
1.0,0.007395486917576824,0.05450881020766128
1.0,0.007386641288331846,0.05498293573184758
1.0,0.007030397476410031,0.05530459717290728
1.0,0.00703283886958435,0.056326535878773676
1.0,0.0088745841550135,0.05538560014822899
1.0,-0.11229268277846619,0.030328191779150627
1.0,-0.12472370378839504,0.027619276117307193
1.0,-0.13729706778619566,0.031085772301397935
1.0,-0.14957314789331252,0.026265985703706803
1.0,-0.16701627490265974,0.02749056950404916
1.0,-0.18473825026992674,0.03477265405723409
1.0,-0.19740281904047915,0.037012369525951626
1.0,-0.1466453252045334,0.03235962221229513
1.0,0.004555424473256991,-0.0028333730724437096
1.0,0.0039662554156778594,0.004269992645109404
1.0,0.0037599786150886764,0.003763495957359685
1.0,0.003819300581199941,-0.00440525670289597
1.0,0.0036421147823350185,0.0014974846891205248
1.0,0.003232028012131227,-0.0012011183141169201
1.0,0.0027327384696204274,0.004031330929626973
1.0,0.007362463205148113,0.005373998867111868
1.0,0.011498690030838914,-0.051246719292402876
1.0,0.011657285201440553,-0.03449856113079623
1.0,0.011539389909424642,-0.04675145958006397
1.0,0.011443021648544162,-0.047903352962350085
1.0,0.011426206954693097,-0.045831422741169935
1.0,0.0114009697742025,-0.05003393240100709
1.0,0.01154056313575356,-0.03307113790686088
1.0,0.011890313620464357,-0.0494231788154428
1.0,0.012334520006171275,-0.026173145447234637
1.0,0.01218522011462918,-0.033545325346433265
1.0,0.012215830389538046,-0.027899357202066467
1.0,0.012020985991695135,-0.03676835486544261
1.0,0.012080037456606248,-0.02987555873377877
1.0,0.012054780019447632,-0.03649651784360911
1.0,0.012712006838792833,0.028969336257050306
1.0,0.01261925449088698,0.022691694808805948
1.0,0.012668919491534269,0.02567033985791185
1.0,0.012584395875108553,0.02208590479316787
1.0,0.012556233353748135,0.02488912586931556
1.0,0.01246475489365288,0.021932555023621753
1.0,0.012472958468682311,0.02564219828100034
1.0,0.012887900175743199,0.025773997402697164
1.0,0.012684005944488364,0.04833281162455583
1.0,0.012749281287321576,0.0496201152966826
1.0,0.012630134098934891,0.049098189232776
1.0,0.012461217917540157,0.04680343323276617
1.0,0.012435726384806053,0.04960943329623703
1.0,0.012588715977454966,0.04827845361331863
1.0,0.012670976760571905,0.04632500311874299
1.0,0.012253388868404012,-0.027087271484932375
1.0,0.01209450774823753,-0.03467060936814394
1.0,0.01215920262575253,-0.020051371277714728
1.0,0.012906458910335712,0.05689332891259968
1.0,0.012617237332760385,0.05691800057933959
1.0,0.011365532735084945,0.002959229395373486
1.0,0.011267674246530456,-0.0013042780525126787
1.0,0.011395831232723605,0.00389346223624633
1.0,0.011397124776462991,-0.002632736044700078
1.0,0.011567803276086593,0.008619492172007713
1.0,0.011395521022854035,-0.0009346027901555653
1.0,0.011571871265495342,0.007467595710913947
1.0,0.012317375967559203,0.001002220003945804
1.0,0.009364399753505243,-0.068117674380673
1.0,0.009011358607916523,-0.0657932577927938
1.0,0.008284282920016522,-0.06765525210791243
1.0,0.007806247456594184,-0.0503514177354194
1.0,0.006737943701078531,-0.04680835675093945
1.0,0.0063282505182139705,-0.05026597226417181
1.0,0.005486348681619362,-0.0524045653084785
1.0,0.006132080750509025,-0.04902386687999087
1.0,0.009062958169358464,0.034617552078607054
1.0,0.008995502503603764,0.03569129732382628
1.0,0.008747817272493092,0.035581399398694646
1.0,0.008553364938822606,0.037798960722099685
1.0,0.008720025122579956,0.03522450749669411
1.0,0.008215560368927767,0.0325247601167874
1.0,0.007916126841114143,0.03369548683049988
1.0,0.010883792257602172,0.03491108814121136
1.0,-0.02021832603908941,-0.07198559813823206
1.0,-0.019938036037004093,-0.06402187013704017
1.0,-0.018574507598490497,-0.04933693908172902
1.0,-0.018776527858158046,-0.05093120672283021
1.0,-0.01971115846693725,-0.050148126331545896
1.0,-0.021231018153521648,-0.060187507955121136
1.0,-0.0215085777673986,-0.05817849739422569
1.0,-0.007615122567416381,-0.07474787557019635
1.0,0.013363900055118142,0.04116098300454135
1.0,0.013274736350177313,0.03753023559308742
1.0,0.013249604252762453,0.03638847256780978
1.0,0.013228418931012306,0.034964300845994396
1.0,0.01324712711120623,0.036759132302823405
1.0,0.0132151020489349,0.03885403959438563
1.0,0.013130651316813857,0.037700708895432686
1.0,0.013135368015641432,0.03651536360453617
1.0,0.013307040918747647,0.03545921370060362
1.0,-0.034213083285932935,-0.025804037000624464
1.0,-0.034915083230724786,-0.02354298747445487
1.0,-0.033929346396870494,-0.033784585333202555
1.0,-0.034500258845434964,-0.039793397386343646
1.0,-0.036395837020397566,-0.023273462903180095
1.0,-0.03717221675689052,-0.036955058936973074
1.0,-0.03651734923279588,-0.03728444246695389
1.0,-0.021757635561880213,-0.033731451890084654
1.0,0.011673684401570258,-0.05862642565085797
1.0,0.011874264621784817,-0.04296938236920829
1.0,0.011729107600039052,-0.05470635101507303
1.0,0.011568531451651263,-0.06388860666537653
1.0,0.011541248752568706,-0.06317707695741584
1.0,0.011662913363150982,-0.058745903632166904
1.0,0.010443011970938724,0.029160711875551734
1.0,0.009880226439485067,0.028366630539532593
1.0,0.009943228403669362,0.030784269770143667
1.0,0.009660254079431599,0.02698281877938049
1.0,0.00947903116015938,0.032017704508361736
1.0,0.009037249313280322,0.02785060582487813
1.0,0.008874668526419272,0.031342385801629236
1.0,0.011166374015352655,0.027482447303138754
1.0,0.01319300948331883,0.03915322261482952
1.0,0.013178689769858422,0.039492430221830924
1.0,0.013140610596523647,0.038084595270236964
1.0,0.01314903365149738,0.040190434750756523
1.0,0.013115564980537345,0.039685417263104865
1.0,0.013063001421821754,0.03629962398438065
1.0,0.01303325889234316,0.03554741396437099
1.0,0.013170538901252062,0.03986389001464366
1.0,0.013000739384767437,0.02949436003421564
1.0,0.012941585135455073,0.022667671841885506
1.0,0.012988703181613487,0.027091668668539817
1.0,0.012972877832358216,0.02576274565194835
1.0,0.013075266861893422,0.02605404316504143
1.0,0.013058435279707398,0.029055214755029476
1.0,0.013056678746074035,0.028438601201653795
1.0,0.009180601713573076,0.06004851313914553
1.0,0.011893472328207436,-0.02345905427636447
1.0,0.011643119734945131,-0.03677273408391615
1.0,0.011660649892523198,-0.02038859648834837
1.0,0.011155561699267765,-0.03669946135961998
1.0,0.010876726773632668,-0.03081729075625507
1.0,0.010781291541074465,-0.02778137321646279
1.0,0.01115161431837561,-0.034736998158008195
1.0,0.011968720641394542,-0.03398664367291365
1.0,-0.012419147749760669,-0.05721572092951209
1.0,-0.01411679537346988,-0.04985072097618461
1.0,-0.016676720656447874,-0.07420022706319784
1.0,-0.020633467887040725,-0.07185903884640017
1.0,-0.0256682062686301,-0.06810338523204343
1.0,-0.03020735253200062,-0.06209971731555304
1.0,-0.029595863896937975,-0.06710896295826473
1.0,-0.010949868716465623,-0.07063789348538213
1.0,-0.005078421543244593,0.014773798947917345
1.0,-0.006548425176034317,0.015097960693671366
1.0,-0.0070055755701881285,0.016560133635340566
1.0,-0.009650975034586914,0.01894662687846557
1.0,-0.011878873636328662,0.016084340297348954
1.0,-0.013261080840395425,0.02332695430693031
1.0,-0.009141836722371276,0.0150406256373169
1.0,0.000745321601749738,0.012912192131789716
1.0,0.011878024319349284,-0.012469286205424389
1.0,0.01177415198175522,-0.014672827397018433
1.0,0.011758920735787189,-0.014435884393189704
1.0,0.011638790320518518,-0.02079492307410151
1.0,0.011666164568167455,-0.014139890169231693
1.0,0.011091267608627779,-0.012747851803184652
1.0,0.010971618016175126,-0.018186460582786574
1.0,-0.00022280179983540237,0.007697280403233352
1.0,-0.0009324022703633257,0.003802343901864416
1.0,-0.0029553680319793505,0.0008399828005790805
1.0,-0.005171265594396911,0.006554127953424205
1.0,-0.007368376354010504,0.002511853411003578
1.0,-0.009000211795706411,0.0068424978385557955
1.0,-0.009551740103621153,0.004365456427688907
1.0,0.004309847276206999,0.009454579159485861
1.0,0.009267884956620094,0.0037987099506395852
1.0,0.009412918322943723,0.00738056780385575
1.0,0.009190206401549364,0.005488104409096332
1.0,0.00903008612841422,0.008586157085713463
1.0,0.00858890259606332,0.008676659467848898
1.0,0.008172913109634042,0.004628040611287396
1.0,0.008360657866637995,0.013754278976954363
1.0,0.009915662100329648,0.007690120655361779
1.0,-0.003600608182726866,-0.05848189050352351
1.0,-0.0038514144521014527,-0.050312387252968625
